sale_id,purchase_date,motorcycle_name,motorcycle_group,dealer_origin,price,qty,total
825,2023/12/03,riorio,matic,jakarta,20000000,5,40000000
827,2023/11/22,bitbit,matic,bandung,17000000,8,51000000
828,2023/11/09,bitbit,matic,bandung,17000000,1,51000000
830,2023/11/13,bitbit,matic,bogor,17000000,11,34000000
831,2023/11/24,bitbit,matic,jakarta,17000000,8,34000000
832,2023/11/18,riorio,matic,bogor,20000000,5,80000000
834,2023/12/15,pax,matic,bogor,33000000,2,99000000
836,2023/11/19,riorio,matic,bogor,20000000,8,60000000
841,2023/12/18,pax,matic,denpasar,33000000,7,99000000
842,2023/12/08,pax,matic,jakarta,33000000,3,33000000
847,2023/11/05,deva,matic,denpasar,34000000,6,68000000
848,2023/11/20,riorio,matic,denpasar,20000000,2,20000000
850,2023/12/18,riorio,matic,jakarta,20000000,10,80000000
851,2023/12/20,deva,matic,jakarta,34000000,5,68000000
854,2023/12/20,deva,matic,denpasar,34000000,9,34000000
857,2023/11/26,pax,matic,denpasar,33000000,3,33000000
859,2023/11/05,riorio,matic,denpasar,20000000,4,40000000
860,2023/12/02,bitbit,matic,bogor,17000000,1,68000000
862,2023/12/29,bitbit,matic,bandung,17000000,2,34000000
865,2023/11/05,bitbit,matic,jakarta,17000000,9,85000000
866,2023/12/22,bitbit,matic,bandung,17000000,8,51000000
867,2023/12/21,bitbit,matic,palembang,17000000,11,85000000
868,2023/12/17,bitbit,matic,bandung,17000000,5,51000000
869,2023/11/08,bitbit,matic,denpasar,17000000,10,51000000
871,2023/11/02,pax,matic,bogor,33000000,1,66000000
872,2023/11/08,bitbit,matic,bogor,17000000,5,85000000
873,2023/11/20,riorio,matic,denpasar,20000000,1,60000000
874,2023/12/17,bitbit,matic,palembang,17000000,9,17000000
875,2023/12/18,bitbit,matic,bogor,17000000,8,34000000
877,2023/12/06,bitbit,matic,bogor,17000000,10,51000000
878,2023/11/16,vovo,cub,bogor,15000000,6,45000000
880,2023/11/18,bitbit,matic,bogor,17000000,10,34000000
881,2023/12/30,riorio,matic,denpasar,20000000,11,20000000
882,2023/12/04,riorio,matic,bogor,20000000,3,80000000
885,2023/12/27,pax,matic,denpasar,33000000,10,99000000
887,2023/12/08,bitbit,matic,denpasar,17000000,8,17000000
891,2023/12/10,deva,matic,denpasar,34000000,4,34000000
892,2023/11/28,deva,matic,jakarta,34000000,5,68000000
895,2023/12/15,bitbit,matic,denpasar,17000000,5,85000000
896,2023/11/20,riorio,matic,bogor,20000000,1,40000000
900,2023/12/25,bitbit,matic,denpasar,17000000,9,68000000
902,2023/12/06,deva,matic,bogor,34000000,2,68000000
904,2023/11/04,bitbit,matic,bogor,17000000,9,51000000
905,2023/12/24,vovo,cub,bogor,15000000,7,90000000
906,2023/11/17,pax,matic,bogor,33000000,3,66000000
908,2023/11/15,riorio,matic,denpasar,20000000,6,80000000
915,2023/12/22,bitbit,matic,jakarta,17000000,7,51000000
920,2023/11/18,riorio,matic,denpasar,20000000,2,60000000
922,2023/12/03,vovo,cub,bogor,15000000,9,75000000
923,2023/11/22,bitbit,matic,bogor,17000000,1,85000000
926,2023/11/07,riorio,matic,denpasar,20000000,7,60000000
927,2023/11/10,deva,matic,denpasar,34000000,7,34000000
928,2023/11/12,riorio,matic,bandung,20000000,11,80000000
932,2023/12/27,bitbit,matic,bandung,17000000,10,68000000
933,2023/11/14,riorio,matic,denpasar,20000000,9,40000000
936,2023/11/08,deva,matic,bogor,34000000,6,68000000
938,2023/11/11,riorio,matic,denpasar,20000000,5,60000000
939,2023/11/03,riorio,matic,bogor,20000000,2,60000000
944,2023/11/21,riorio,matic,bandung,20000000,7,80000000
945,2023/11/05,deva,matic,bogor,34000000,5,34000000
946,2023/11/15,pax,matic,bogor,33000000,5,99000000
948,2023/12/13,riorio,matic,bogor,20000000,8,20000000
950,2023/12/17,riorio,matic,palembang,20000000,7,80000000
951,2023/12/11,vovo,cub,bandung,15000000,8,30000000
952,2023/12/16,riorio,matic,bogor,20000000,6,60000000
953,2023/12/29,bitbit,matic,bogor,17000000,8,17000000
955,2023/12/26,deva,matic,denpasar,34000000,2,68000000
958,2023/12/18,riorio,matic,jakarta,20000000,3,40000000
959,2023/11/16,pax,matic,denpasar,33000000,4,99000000
961,2023/12/12,riorio,matic,jakarta,20000000,7,60000000
962,2023/11/03,riorio,matic,jakarta,20000000,2,60000000
964,2023/12/20,pax,matic,denpasar,33000000,6,66000000
967,2023/12/30,bitbit,matic,bandung,17000000,7,34000000
968,2023/11/08,vovo,cub,jakarta,15000000,9,60000000
969,2023/11/14,pax,matic,bandung,33000000,1,99000000
970,2023/11/23,riorio,matic,denpasar,20000000,5,80000000
971,2023/11/16,deva,matic,jakarta,34000000,8,68000000
974,2023/12/21,bitbit,matic,bandung,17000000,6,34000000
975,2023/12/23,deva,matic,denpasar,34000000,10,68000000
977,2023/12/27,deva,matic,bandung,34000000,5,68000000
979,2023/12/04,bitbit,matic,bogor,17000000,4,17000000
980,2023/11/24,bitbit,matic,bandung,17000000,4,34000000
981,2023/12/19,deva,matic,bandung,34000000,10,68000000
984,2023/12/30,bitbit,matic,bandung,17000000,2,34000000
985,2023/12/23,bitbit,matic,bogor,17000000,9,17000000
986,2023/11/18,riorio,matic,bogor,20000000,7,40000000
987,2023/12/01,deva,matic,bogor,34000000,8,68000000
988,2023/11/19,bitbit,matic,bandung,17000000,10,85000000
989,2023/12/17,riorio,matic,palembang,20000000,1,40000000
990,2023/11/01,bitbit,matic,denpasar,17000000,1,51000000
993,2023/12/22,deva,matic,bogor,34000000,4,68000000
994,2023/12/19,bitbit,matic,jakarta,17000000,4,68000000
997,2023/11/02,bitbit,matic,jakarta,17000000,3,68000000
1000,2023/12/25,riorio,matic,palembang,20000000,9,60000000
1001,2023/12/18,bitbit,matic,jakarta,17000000,3,85000000
1003,2023/11/13,riorio,matic,bogor,20000000,4,60000000
1004,2023/11/18,pax,matic,denpasar,33000000,6,99000000
1007,2023/12/10,riorio,matic,bandung,20000000,9,60000000
1009,2023/11/12,riorio,matic,palembang,20000000,9,20000000
1012,2023/11/18,bitbit,matic,jakarta,17000000,2,85000000
1014,2023/12/04,deva,matic,denpasar,34000000,7,68000000
1015,2023/11/12,vovo,cub,denpasar,15000000,1,60000000
1016,2023/12/24,bitbit,matic,denpasar,17000000,10,68000000
1017,2023/11/18,riorio,matic,bogor,20000000,3,80000000
1018,2023/11/14,riorio,matic,bogor,20000000,7,40000000
1019,2023/12/12,vovo,cub,jakarta,15000000,1,90000000
1021,2023/11/07,bitbit,matic,jakarta,17000000,10,51000000
1022,2023/11/12,riorio,matic,denpasar,20000000,8,40000000
1025,2023/11/21,riorio,matic,bogor,20000000,2,40000000
1026,2023/12/23,riorio,matic,bogor,20000000,9,80000000
1027,2023/12/21,bitbit,matic,denpasar,17000000,8,34000000
1028,2023/12/30,riorio,matic,denpasar,20000000,9,80000000
1030,2023/11/15,bitbit,matic,denpasar,17000000,2,68000000
1032,2023/12/01,bitbit,matic,bandung,17000000,3,85000000
1035,2023/11/16,riorio,matic,denpasar,20000000,7,80000000
1038,2023/12/24,bitbit,matic,denpasar,17000000,10,51000000
1039,2023/11/29,riorio,matic,bogor,20000000,9,20000000
1041,2023/12/06,riorio,matic,bogor,20000000,2,20000000
1043,2023/11/27,vovo,cub,denpasar,15000000,9,90000000
1045,2023/11/07,riorio,matic,denpasar,20000000,8,80000000
1050,2023/12/14,bitbit,matic,jakarta,17000000,5,17000000
1052,2023/12/09,deva,matic,jakarta,34000000,8,68000000
1054,2023/12/04,deva,matic,jakarta,34000000,7,68000000
1055,2023/12/24,deva,matic,denpasar,34000000,9,68000000
1056,2023/11/10,riorio,matic,bandung,20000000,7,80000000
1059,2023/12/02,riorio,matic,denpasar,20000000,7,40000000
1060,2023/11/07,riorio,matic,bogor,20000000,5,60000000
1061,2023/11/10,riorio,matic,bandung,20000000,4,60000000
1062,2023/11/18,pax,matic,bandung,33000000,10,66000000
1063,2023/11/25,bitbit,matic,bogor,17000000,2,34000000
1065,2023/11/30,riorio,matic,denpasar,20000000,9,80000000
1067,2023/11/08,bitbit,matic,bogor,17000000,2,17000000
1070,2023/11/01,riorio,matic,jakarta,20000000,6,60000000
1072,2023/12/10,deva,matic,bogor,34000000,9,34000000
1075,2023/12/27,riorio,matic,jakarta,20000000,6,60000000
1078,2023/12/03,deva,matic,palembang,34000000,4,34000000
1079,2023/11/12,vovo,cub,bandung,15000000,2,45000000
1080,2023/12/24,riorio,matic,jakarta,20000000,3,60000000
1081,2023/12/13,riorio,matic,denpasar,20000000,10,60000000
1082,2023/12/19,bitbit,matic,jakarta,17000000,4,85000000
1085,2023/11/02,bitbit,matic,denpasar,17000000,4,51000000
1089,2023/11/15,riorio,matic,denpasar,20000000,9,40000000
1099,2023/11/28,bitbit,matic,denpasar,17000000,1,51000000
1102,2023/11/09,deva,matic,bandung,34000000,9,34000000
1103,2023/12/18,riorio,matic,bogor,20000000,2,80000000
1104,2023/12/05,riorio,matic,bandung,20000000,8,40000000
1105,2023/12/05,pax,matic,jakarta,33000000,10,66000000
1106,2023/11/23,bitbit,matic,bogor,17000000,9,34000000
1107,2023/11/27,riorio,matic,bogor,20000000,3,80000000
1108,2023/11/09,deva,matic,bogor,34000000,2,68000000
1109,2023/11/15,deva,matic,jakarta,34000000,6,68000000
1111,2023/11/13,bitbit,matic,bogor,17000000,5,51000000
1112,2023/12/19,pax,matic,denpasar,33000000,6,66000000
1115,2023/11/20,bitbit,matic,denpasar,17000000,6,17000000
1116,2023/12/28,bitbit,matic,bogor,17000000,4,85000000
1117,2023/12/19,riorio,matic,denpasar,20000000,5,60000000
1118,2023/11/22,bitbit,matic,bogor,17000000,4,17000000
1119,2023/12/07,bitbit,matic,denpasar,17000000,11,34000000
1122,2023/11/05,bitbit,matic,denpasar,17000000,8,51000000
1123,2023/12/25,riorio,matic,bogor,20000000,8,40000000
1124,2023/12/04,deva,matic,bogor,34000000,11,34000000
1128,2023/11/10,riorio,matic,jakarta,20000000,6,40000000
1129,2023/11/03,bitbit,matic,jakarta,17000000,9,68000000
1131,2023/12/27,bitbit,matic,denpasar,17000000,10,51000000
1132,2023/12/10,riorio,matic,bandung,20000000,5,60000000
1133,2023/12/14,bitbit,matic,bogor,17000000,3,68000000
1134,2023/11/12,bitbit,matic,bogor,17000000,1,68000000
1138,2023/11/24,vovo,cub,bogor,15000000,9,15000000
1139,2023/11/30,vovo,cub,bogor,15000000,2,60000000
1145,2023/12/12,riorio,matic,denpasar,20000000,4,80000000
1146,2023/12/27,vovo,cub,bogor,15000000,6,30000000
1147,2023/12/14,riorio,matic,denpasar,20000000,5,80000000
1148,2023/12/03,riorio,matic,jakarta,20000000,4,60000000
1153,2023/11/15,bitbit,matic,jakarta,17000000,2,17000000
1156,2023/11/14,riorio,matic,bogor,20000000,10,60000000
1157,2023/12/05,bitbit,matic,denpasar,17000000,8,68000000
1158,2023/11/08,bitbit,matic,bogor,17000000,4,34000000
1159,2023/12/10,riorio,matic,bogor,20000000,10,60000000
1161,2023/11/25,pax,matic,bandung,33000000,5,66000000
1162,2023/11/02,riorio,matic,bandung,20000000,1,60000000
1163,2023/12/16,riorio,matic,denpasar,20000000,11,60000000
1164,2023/12/06,bitbit,matic,bogor,17000000,3,68000000
1166,2023/12/30,riorio,matic,bandung,20000000,10,80000000
1168,2023/11/08,riorio,matic,bogor,20000000,7,80000000
1169,2023/11/09,riorio,matic,denpasar,20000000,10,40000000
1170,2023/12/17,riorio,matic,jakarta,20000000,7,80000000
1171,2023/11/26,vovo,cub,bandung,15000000,10,75000000
1172,2023/12/26,deva,matic,jakarta,34000000,8,68000000
1173,2023/12/15,riorio,matic,denpasar,20000000,9,80000000
1176,2023/11/27,riorio,matic,bogor,20000000,8,20000000
1177,2023/12/03,deva,matic,denpasar,34000000,6,34000000
1178,2023/11/23,riorio,matic,bogor,20000000,11,20000000
1180,2023/12/01,deva,matic,bogor,34000000,3,34000000
1183,2023/12/12,riorio,matic,denpasar,20000000,8,80000000
1184,2023/12/18,bitbit,matic,bogor,17000000,10,68000000
1187,2023/12/28,riorio,matic,bogor,20000000,3,80000000
1188,2023/12/25,bitbit,matic,bogor,17000000,6,85000000
1189,2023/11/24,bitbit,matic,palembang,17000000,8,34000000
1191,2023/11/29,pax,matic,bogor,33000000,5,66000000
1193,2023/12/10,riorio,matic,denpasar,20000000,3,60000000
1194,2023/12/04,pax,matic,bogor,33000000,10,99000000
1195,2023/12/26,bitbit,matic,denpasar,17000000,4,85000000
1196,2023/11/10,riorio,matic,jakarta,20000000,8,60000000
1198,2023/11/13,bitbit,matic,jakarta,17000000,10,34000000
1199,2023/12/10,riorio,matic,bogor,20000000,7,40000000
1201,2023/11/29,pax,matic,bandung,33000000,10,99000000
1202,2023/12/16,riorio,matic,denpasar,20000000,2,80000000
1205,2023/11/10,bitbit,matic,bogor,17000000,8,85000000
1206,2023/11/20,riorio,matic,bogor,20000000,4,60000000
1207,2023/11/03,bitbit,matic,bogor,17000000,7,68000000
1208,2023/12/15,pax,matic,denpasar,33000000,9,66000000
1211,2023/11/11,bitbit,matic,bogor,17000000,7,68000000
1212,2023/12/17,bitbit,matic,denpasar,17000000,7,85000000
1215,2023/12/14,riorio,matic,denpasar,20000000,2,40000000
1219,2023/11/03,riorio,matic,jakarta,20000000,6,40000000
1220,2023/12/19,bitbit,matic,bogor,17000000,5,17000000
1222,2023/12/13,riorio,matic,bogor,20000000,10,40000000
1224,2023/12/04,riorio,matic,denpasar,20000000,4,80000000
1225,2023/12/27,bitbit,matic,bogor,17000000,5,85000000
1226,2023/12/14,bitbit,matic,denpasar,17000000,7,68000000
1227,2023/11/22,riorio,matic,jakarta,20000000,4,40000000
1228,2023/12/09,deva,matic,jakarta,34000000,4,34000000
1230,2023/11/06,riorio,matic,denpasar,20000000,4,80000000
1234,2023/12/17,riorio,matic,jakarta,20000000,7,20000000
1241,2023/12/26,riorio,matic,jakarta,20000000,7,40000000
1242,2023/12/19,bitbit,matic,bogor,17000000,9,68000000
1245,2023/12/26,riorio,matic,bogor,20000000,2,80000000
1246,2023/12/27,bitbit,matic,jakarta,17000000,8,51000000
1247,2023/11/28,riorio,matic,jakarta,20000000,8,80000000
1248,2023/12/02,riorio,matic,denpasar,20000000,9,60000000
1249,2023/12/15,bitbit,matic,denpasar,17000000,7,17000000
1250,2023/11/23,riorio,matic,jakarta,20000000,7,80000000
1251,2023/12/07,bitbit,matic,jakarta,17000000,4,85000000
1253,2023/11/29,riorio,matic,jakarta,20000000,6,20000000
1254,2023/12/03,deva,matic,bogor,34000000,10,68000000
1255,2023/12/10,arpus,cub,denpasar,18000000,6,36000000
1256,2023/11/24,deva,matic,bogor,34000000,9,68000000
1257,2023/11/25,bitbit,matic,bogor,17000000,4,85000000
1258,2023/12/16,riorio,matic,bogor,20000000,3,40000000
1259,2023/11/29,riorio,matic,bogor,20000000,9,80000000
1260,2023/12/22,riorio,matic,bogor,20000000,5,60000000
1261,2023/12/05,riorio,matic,jakarta,20000000,10,40000000
1263,2023/12/16,bitbit,matic,bogor,17000000,2,85000000
1264,2023/11/15,bitbit,matic,palembang,17000000,2,17000000
1267,2023/12/13,bitbit,matic,bogor,17000000,1,51000000
1268,2023/12/02,bitbit,matic,denpasar,17000000,5,17000000
1270,2023/12/21,vovo,cub,bandung,15000000,1,75000000
1271,2023/12/10,vovo,cub,jakarta,15000000,7,15000000
1274,2023/11/10,bitbit,matic,jakarta,17000000,4,51000000
1275,2023/12/24,riorio,matic,bogor,20000000,9,60000000
1277,2023/12/20,pax,matic,bogor,33000000,8,66000000
1279,2023/11/17,bitbit,matic,bandung,17000000,2,17000000
1281,2023/12/22,bitbit,matic,jakarta,17000000,7,51000000
1283,2023/11/07,riorio,matic,bogor,20000000,8,80000000
1284,2023/12/20,vovo,cub,jakarta,15000000,2,90000000
1285,2023/11/27,bitbit,matic,denpasar,17000000,3,17000000
1288,2023/11/15,deva,matic,denpasar,34000000,2,68000000
1289,2023/12/24,bitbit,matic,denpasar,17000000,2,17000000
1292,2023/11/11,riorio,matic,jakarta,20000000,6,20000000
1293,2023/11/11,deva,matic,denpasar,34000000,7,34000000
1294,2023/11/21,riorio,matic,bandung,20000000,6,40000000
1295,2023/12/12,riorio,matic,denpasar,20000000,9,60000000
1299,2023/12/14,deva,matic,bandung,34000000,4,34000000
1300,2023/11/06,riorio,matic,bogor,20000000,3,60000000
1302,2023/11/11,bitbit,matic,bogor,17000000,3,68000000
1308,2023/11/07,riorio,matic,bandung,20000000,3,60000000
1309,2023/12/01,riorio,matic,bandung,20000000,7,60000000
1310,2023/11/08,riorio,matic,bogor,20000000,2,80000000
1311,2023/11/01,riorio,matic,denpasar,20000000,5,40000000
1313,2023/12/20,riorio,matic,jakarta,20000000,9,40000000
1314,2023/12/04,bitbit,matic,bogor,17000000,7,51000000
1316,2023/11/28,bitbit,matic,denpasar,17000000,9,85000000
1318,2023/11/23,riorio,matic,palembang,20000000,11,80000000
1319,2023/12/02,riorio,matic,palembang,20000000,5,80000000
1320,2023/11/17,riorio,matic,jakarta,20000000,8,60000000
1321,2023/12/13,riorio,matic,denpasar,20000000,8,60000000
1323,2023/11/01,riorio,matic,bandung,20000000,4,60000000
1324,2023/11/05,bitbit,matic,bogor,17000000,1,85000000
1325,2023/12/02,riorio,matic,jakarta,20000000,2,60000000
1327,2023/11/05,bitbit,matic,jakarta,17000000,5,51000000
1331,2023/11/15,bitbit,matic,bogor,17000000,2,85000000
1335,2023/11/08,riorio,matic,jakarta,20000000,4,60000000
1336,2023/11/03,riorio,matic,bogor,20000000,5,20000000
1340,2023/12/02,riorio,matic,bogor,20000000,8,40000000
1341,2023/11/27,riorio,matic,bogor,20000000,9,60000000
1344,2023/11/15,riorio,matic,jakarta,20000000,8,80000000
1345,2023/12/29,deva,matic,bogor,34000000,4,68000000
1346,2023/12/06,bitbit,matic,denpasar,17000000,7,34000000
1348,2023/11/23,riorio,matic,denpasar,20000000,1,60000000
1349,2023/11/12,riorio,matic,palembang,20000000,10,60000000
1360,2023/11/08,riorio,matic,jakarta,20000000,10,60000000
1362,2023/12/10,bitbit,matic,denpasar,17000000,3,34000000
1364,2023/12/13,riorio,matic,jakarta,20000000,9,20000000
1366,2023/12/04,riorio,matic,denpasar,20000000,4,60000000
1367,2023/11/01,riorio,matic,bandung,20000000,7,80000000
1368,2023/11/12,bitbit,matic,bogor,17000000,2,51000000
1369,2023/11/27,deva,matic,bogor,34000000,2,68000000
1371,2023/11/13,riorio,matic,denpasar,20000000,9,20000000
1373,2023/12/04,riorio,matic,jakarta,20000000,3,20000000
1375,2023/12/09,deva,matic,bandung,34000000,6,68000000
1376,2023/11/15,riorio,matic,denpasar,20000000,3,40000000
1378,2023/11/06,deva,matic,denpasar,34000000,7,68000000
1379,2023/12/03,bitbit,matic,bogor,17000000,3,68000000
1381,2023/11/07,deva,matic,denpasar,34000000,2,68000000
1383,2023/11/22,riorio,matic,jakarta,20000000,5,40000000
1384,2023/11/20,deva,matic,bogor,34000000,2,68000000
1387,2023/12/01,bitbit,matic,bogor,17000000,4,51000000
1388,2023/12/11,riorio,matic,bogor,20000000,11,80000000
1390,2023/11/19,pax,matic,bogor,33000000,8,66000000
1392,2023/11/26,riorio,matic,palembang,20000000,10,80000000
1393,2023/11/05,pax,matic,bogor,33000000,7,99000000
1394,2023/11/05,riorio,matic,jakarta,20000000,9,80000000
1396,2023/12/05,pax,matic,jakarta,33000000,2,99000000
1397,2023/12/11,riorio,matic,bogor,20000000,2,60000000
1399,2023/12/29,pax,matic,bandung,33000000,7,33000000
1400,2023/11/03,pax,matic,jakarta,33000000,6,33000000
1403,2023/12/19,deva,matic,denpasar,34000000,3,34000000
1404,2023/11/14,riorio,matic,jakarta,20000000,11,20000000
1406,2023/12/20,pax,matic,bogor,33000000,6,66000000
1407,2023/12/23,bitbit,matic,bandung,17000000,10,17000000
1408,2023/12/01,riorio,matic,bogor,20000000,9,80000000
1410,2023/11/14,riorio,matic,jakarta,20000000,5,40000000
1412,2023/11/02,riorio,matic,bandung,20000000,4,80000000
1413,2023/11/04,bitbit,matic,jakarta,17000000,9,51000000
1414,2023/11/03,vovo,cub,bogor,15000000,8,30000000
1415,2023/12/15,bitbit,matic,jakarta,17000000,1,17000000
1416,2023/11/16,riorio,matic,jakarta,20000000,3,40000000
1417,2023/11/04,riorio,matic,bogor,20000000,5,40000000
1420,2023/11/04,riorio,matic,denpasar,20000000,5,60000000
1422,2023/11/29,riorio,matic,bandung,20000000,10,80000000
1424,2023/11/24,riorio,matic,jakarta,20000000,1,60000000
1425,2023/11/26,riorio,matic,jakarta,20000000,9,80000000
1426,2023/12/04,bitbit,matic,bogor,17000000,5,85000000
1427,2023/12/27,pax,matic,denpasar,33000000,11,33000000
1428,2023/12/01,pax,matic,jakarta,33000000,9,66000000
1429,2023/12/22,vovo,cub,jakarta,15000000,4,45000000
1431,2023/11/25,bitbit,matic,bogor,17000000,10,85000000
1432,2023/12/13,bitbit,matic,bogor,17000000,9,68000000
1433,2023/11/21,riorio,matic,bandung,20000000,5,40000000
1437,2023/11/08,bitbit,matic,denpasar,17000000,6,85000000
1440,2023/12/25,bitbit,matic,bogor,17000000,1,51000000
1444,2023/11/08,deva,matic,denpasar,34000000,4,34000000
1446,2023/12/06,riorio,matic,bogor,20000000,2,60000000
1448,2023/12/10,riorio,matic,bandung,20000000,7,20000000
1449,2023/11/21,riorio,matic,bandung,20000000,4,40000000
1451,2023/12/04,bitbit,matic,bandung,17000000,7,68000000
1452,2023/12/30,deva,matic,bogor,34000000,10,34000000
1453,2023/11/17,vovo,cub,bogor,15000000,2,45000000
1457,2023/11/20,bitbit,matic,jakarta,17000000,8,34000000
1460,2023/12/28,riorio,matic,bogor,20000000,8,40000000
1461,2023/12/20,bitbit,matic,jakarta,17000000,10,68000000
1463,2023/12/07,riorio,matic,bogor,20000000,7,80000000
1467,2023/12/27,deva,matic,denpasar,34000000,4,34000000
1468,2023/11/27,bitbit,matic,bogor,17000000,8,34000000
1470,2023/12/20,riorio,matic,denpasar,20000000,10,20000000
1471,2023/12/27,deva,matic,bogor,34000000,2,34000000
1472,2023/11/05,riorio,matic,bogor,20000000,5,40000000
1474,2023/12/09,bitbit,matic,bogor,17000000,11,34000000
1476,2023/11/06,riorio,matic,jakarta,20000000,11,40000000
1480,2023/11/13,deva,matic,bandung,34000000,7,34000000
1481,2023/12/17,pax,matic,denpasar,33000000,9,99000000
1482,2023/12/25,riorio,matic,denpasar,20000000,7,60000000
1483,2023/11/19,bitbit,matic,bogor,17000000,2,68000000
1485,2023/11/19,riorio,matic,denpasar,20000000,2,20000000
1486,2023/12/12,bitbit,matic,denpasar,17000000,7,34000000
1487,2023/11/14,riorio,matic,palembang,20000000,11,60000000
1490,2023/12/24,bitbit,matic,bogor,17000000,5,34000000
1491,2023/11/07,bitbit,matic,bandung,17000000,4,85000000
1493,2023/11/17,bitbit,matic,bogor,17000000,1,34000000
1494,2023/12/24,riorio,matic,jakarta,20000000,5,40000000
1497,2023/12/20,bitbit,matic,palembang,17000000,6,85000000
1498,2023/11/11,deva,matic,palembang,34000000,2,34000000
1502,2023/11/11,riorio,matic,bogor,20000000,11,60000000
1503,2023/11/15,bitbit,matic,jakarta,17000000,8,85000000
1504,2023/11/08,pax,matic,jakarta,33000000,6,66000000
1506,2023/11/21,bitbit,matic,bogor,17000000,7,51000000
1507,2023/12/25,bitbit,matic,bandung,17000000,8,68000000
1508,2023/12/28,riorio,matic,bandung,20000000,6,60000000
1514,2023/12/23,riorio,matic,denpasar,20000000,10,60000000
1515,2023/12/17,bitbit,matic,jakarta,17000000,6,34000000
1520,2023/11/15,riorio,matic,jakarta,20000000,9,80000000
1522,2023/12/25,bitbit,matic,bandung,17000000,2,34000000
1524,2023/11/05,bitbit,matic,denpasar,17000000,10,68000000
1525,2023/12/07,riorio,matic,jakarta,20000000,1,40000000
1532,2023/12/07,vovo,cub,bogor,15000000,3,75000000
1534,2023/12/25,riorio,matic,bogor,20000000,6,60000000
1535,2023/12/28,bitbit,matic,bandung,17000000,5,34000000
1536,2023/12/30,pax,matic,bogor,33000000,2,99000000
1539,2023/12/26,bitbit,matic,bogor,17000000,10,17000000
1540,2023/12/13,pax,matic,denpasar,33000000,3,99000000
1541,2023/12/30,riorio,matic,bandung,20000000,8,40000000
1542,2023/11/30,riorio,matic,bandung,20000000,9,20000000
1543,2023/12/13,bitbit,matic,jakarta,17000000,10,34000000
1546,2023/12/18,riorio,matic,bogor,20000000,5,80000000
1547,2023/12/12,bitbit,matic,denpasar,17000000,8,85000000
1550,2023/11/28,riorio,matic,bandung,20000000,10,80000000
1551,2023/12/02,bitbit,matic,bandung,17000000,8,34000000
1554,2023/12/26,riorio,matic,jakarta,20000000,11,40000000
1555,2023/12/20,deva,matic,bogor,34000000,4,68000000
1557,2023/12/20,riorio,matic,denpasar,20000000,8,20000000
1558,2023/12/14,bitbit,matic,denpasar,17000000,3,34000000
1561,2023/11/04,deva,matic,bogor,34000000,5,68000000
1563,2023/11/06,bitbit,matic,denpasar,17000000,10,68000000
1564,2023/12/10,riorio,matic,palembang,20000000,9,80000000
1565,2023/11/16,riorio,matic,jakarta,20000000,6,40000000
1567,2023/11/27,bitbit,matic,jakarta,17000000,10,85000000
1568,2023/12/21,riorio,matic,bandung,20000000,4,40000000
1569,2023/11/03,bitbit,matic,jakarta,17000000,4,85000000
1570,2023/11/29,riorio,matic,jakarta,20000000,11,60000000
1571,2023/11/10,riorio,matic,jakarta,20000000,6,20000000
1573,2023/12/07,riorio,matic,bandung,20000000,4,80000000
1577,2023/12/19,bitbit,matic,denpasar,17000000,6,68000000
1579,2023/11/29,riorio,matic,denpasar,20000000,5,40000000
1580,2023/12/16,bitbit,matic,denpasar,17000000,3,85000000
1582,2023/12/10,bitbit,matic,denpasar,17000000,4,34000000
1584,2023/12/06,bitbit,matic,bandung,17000000,6,85000000
1585,2023/11/04,deva,matic,bogor,34000000,3,34000000
1588,2023/12/30,riorio,matic,bandung,20000000,3,60000000
1589,2023/11/24,riorio,matic,bandung,20000000,10,40000000
1591,2023/12/28,bitbit,matic,jakarta,17000000,6,85000000
1596,2023/12/28,pax,matic,bogor,33000000,3,33000000
1597,2023/11/05,bitbit,matic,denpasar,17000000,3,51000000
1598,2023/12/24,riorio,matic,jakarta,20000000,3,80000000
1599,2023/12/05,deva,matic,bandung,34000000,7,34000000
1601,2023/12/13,riorio,matic,denpasar,20000000,10,80000000
1603,2023/12/05,riorio,matic,bogor,20000000,10,80000000
1606,2023/12/14,bitbit,matic,denpasar,17000000,3,68000000
1608,2023/12/07,riorio,matic,bogor,20000000,8,40000000
1614,2023/12/13,deva,matic,jakarta,34000000,10,34000000
1616,2023/11/27,bitbit,matic,bogor,17000000,10,68000000
1618,2023/11/08,deva,matic,palembang,34000000,4,68000000
1621,2023/11/30,bitbit,matic,bogor,17000000,2,68000000
1622,2023/11/25,bitbit,matic,denpasar,17000000,4,51000000
1623,2023/12/07,bitbit,matic,bandung,17000000,2,85000000
1625,2023/12/04,riorio,matic,jakarta,20000000,9,20000000
1626,2023/11/20,vovo,cub,bogor,15000000,11,75000000
1628,2023/11/24,bitbit,matic,jakarta,17000000,4,34000000
1629,2023/12/11,bitbit,matic,bogor,17000000,5,51000000
1630,2023/12/10,pax,matic,jakarta,33000000,6,99000000
1631,2023/12/20,riorio,matic,bogor,20000000,9,60000000
1633,2023/12/07,riorio,matic,bogor,20000000,11,40000000
1634,2023/12/24,bitbit,matic,denpasar,17000000,3,51000000
1635,2023/12/28,riorio,matic,jakarta,20000000,1,80000000
1638,2023/12/24,riorio,matic,bogor,20000000,6,60000000
